"","respondent","selected","distance","community","affordable","height","site","units","tenant","own","city_interest","prop_i_ban_dummy","supply_dummy"
"1348","R_yDx7UEpIeSqbnJ7",1,"1/2 mile (10 minute walk)","No opinion","All of the units","6 stories","Empty building","96 units","Own",0,-0.1,0,1
"1349","R_yDx7UEpIeSqbnJ7",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","2 stories","Historically-designated building","96 units","Own",0,-0.1,0,1
"1350","R_yDx7UEpIeSqbnJ7",1,"1 mile (20 minute walk)","Support the building","All of the units","3 stories","Historically-designated building","24 units","Own",0,-0.1,0,1
"1351","R_yDx7UEpIeSqbnJ7",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","6 stories","Parking lot","48 units","Own",0,-0.1,0,1
"1352","R_yDx7UEpIeSqbnJ7",0,"1/8 mile (2 minute walk)","No opinion","None of the units","12 stories","Empty building","96 units","Rent",0,-0.1,0,1
"1353","R_yDx7UEpIeSqbnJ7",1,"2 miles (40 minute walk)","No opinion","None of the units","3 stories","Open field","12 units","Rent",0,-0.1,0,1
"1354","R_yDx7UEpIeSqbnJ7",0,"1 mile (20 minute walk)","Oppose the building","Half of the units","3 stories","Parking lot","48 units","Own",0,-0.1,0,1
"1355","R_cZl3me4wOmH0ZVv",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","12 stories","Open field","48 units","Own",0,0.05,NA,1
"1356","R_cZl3me4wOmH0ZVv",1,"1/8 mile (2 minute walk)","No opinion","Half of the units","2 stories","Open field","48 units","Rent",0,0.05,NA,1
"1357","R_cZl3me4wOmH0ZVv",0,"1 mile (20 minute walk)","Oppose the building","None of the units","3 stories","Open field","96 units","Own",0,0.05,NA,1
"1358","R_cZl3me4wOmH0ZVv",1,"2 miles (40 minute walk)","Oppose the building","One-quarter of the units","6 stories","Open field","48 units","Own",0,0.05,NA,1
"1359","R_cZl3me4wOmH0ZVv",0,"2 miles (40 minute walk)","Oppose the building","None of the units","6 stories","Open field","12 units","Own",0,0.05,NA,1
"1360","R_cZl3me4wOmH0ZVv",1,"1/2 mile (10 minute walk)","Support the building","None of the units","2 stories","Open field","24 units","Own",0,0.05,NA,1
"1361","R_cZl3me4wOmH0ZVv",0,"1 mile (20 minute walk)","Oppose the building","None of the units","6 stories","Empty building","48 units","Own",0,0.05,NA,1
"1362","R_cZl3me4wOmH0ZVv",1,"1/8 mile (2 minute walk)","No opinion","Half of the units","3 stories","Open field","12 units","Own",0,0.05,NA,1
"1363","R_cZl3me4wOmH0ZVv",1,"1/8 mile (2 minute walk)","No opinion","All of the units","12 stories","Open field","48 units","Own",0,0.05,NA,1
"1364","R_cZl3me4wOmH0ZVv",0,"2 miles (40 minute walk)","Oppose the building","None of the units","12 stories","Historically-designated building","48 units","Own",0,0.05,NA,1
"1365","R_2VPGAsbL3TD8RT9",0,"1/2 mile (10 minute walk)","Oppose the building","One-quarter of the units","6 stories","Open field","24 units","Own",0,-0.1,0,1
"1366","R_2VPGAsbL3TD8RT9",1,"1 mile (20 minute walk)","No opinion","All of the units","2 stories","Empty building","48 units","Rent",0,-0.1,0,1
"1367","R_2VPGAsbL3TD8RT9",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","2 stories","Historically-designated building","96 units","Own",0,-0.1,0,1
"1368","R_2VPGAsbL3TD8RT9",1,"2 miles (40 minute walk)","Oppose the building","All of the units","12 stories","Parking lot","48 units","Rent",0,-0.1,0,1
"1369","R_2VPGAsbL3TD8RT9",0,"1/8 mile (2 minute walk)","No opinion","Half of the units","6 stories","Empty building","48 units","Rent",0,-0.1,0,1
"1370","R_2VPGAsbL3TD8RT9",1,"1 mile (20 minute walk)","No opinion","All of the units","3 stories","Open field","96 units","Rent",0,-0.1,0,1
"1371","R_2VPGAsbL3TD8RT9",0,"1 mile (20 minute walk)","No opinion","All of the units","6 stories","Historically-designated building","48 units","Own",0,-0.1,0,1
"1372","R_2VPGAsbL3TD8RT9",1,"1 mile (20 minute walk)","No opinion","None of the units","3 stories","Open field","12 units","Own",0,-0.1,0,1
"1373","R_2VPGAsbL3TD8RT9",1,"1 mile (20 minute walk)","Support the building","Half of the units","3 stories","Parking lot","96 units","Rent",0,-0.1,0,1
